"CAMPAÑA"|"ID_FINCA"|"ID_ZONA"|"ID_ESTACION"|"ALTITUD"|"VARIEDAD"|"MODO"|"TIPO"|"COLOR"|"SUPERFICIE"|"PRODUCCION"
14|59317|464|14|"650-660"|"059"|2|"0"|1|0|1471.2
14|10133|464|14|"650-660"|"017"|1|"0"|1|0|588.8
14|75065|464|14|"650-660"|"059"|1|"0"|1|0|3791.7
14|18976|464|14|"650-660"|"032"|2|"0"|1|0|1040.4
14|25825|464|14|"650-660"|"017"|1|"0"|1|0|2905.328
14|92531|464|14|"650-660"|"059"|1|"0"|1|0|1940
14|92531|464|14|"650-660"|"059"|2|"0"|1|0|3165
14|80506|464|14|"650-660"|"040"|2|"0"|1|0|28
14|92099|464|14|"650-660"|"040"|2|"0"|1|0|8.4
14|95478|464|14|"650-660"|"017"|1|"0"|1|0|331.2
14|33751|464|14|"650-660"|"017"|1|"0"|1|0|7781
14|68025|464|14|"650-660"|"017"|1|"0"|1|0|4380
14|26816|464|14|"650-660"|"059"|2|"0"|1|0|1690
14|70951|464|14|"650-660"|"017"|1|"0"|1|0|4480
14|42732|82|14|"NA"|"017"|1|"0"|1|0|19320
14|86971|411|8|"690"|"081"|1|"0"|1|0|8775
14|36535|186|8|"695"|"017"|1|"0"|1|0|3360
14|36535|186|8|"695"|"059"|1|"0"|1|0|900
14|75318|165|8|"700"|"059"|1|"0"|1|0|11120
14|18632|165|8|"700"|"052"|2|"0"|1|0|16050
14|16613|165|8|"700"|"017"|1|"0"|1|0|11534.672
14|13439|428|14|"730"|"032"|2|"0"|1|0|754
14|10316|592|17|"820"|"059"|1|"0"|1|0|4936.4
14|98808|592|17|"820"|"059"|1|"0"|1|0|6543.6
14|19515|973|2|"500"|"032"|2|"0"|1|0|18980.5
14|35465|964|2|"500"|"032"|2|"0"|1|0|13557.5
14|37826|964|2|"500"|"032"|2|"0"|1|0|16811.3
14|37826|964|2|"500"|"017"|2|"0"|1|0|50080
14|49672|828|2|"500"|"032"|2|"0"|1|0|4880.7
14|59146|734|11|"530"|"059"|1|"0"|1|0|2700
14|55814|44|7|"620-640"|"017"|1|"0"|1|0|20640
14|55814|44|7|"620-640"|"081"|1|"0"|1|0|17000
14|55814|44|7|"620-640"|"032"|2|"0"|1|0|27560
14|55814|44|7|"620-640"|"040"|2|"0"|1|0|23400
14|55814|44|7|"620-640"|"017"|2|"0"|1|0|6910
14|55814|44|7|"620-640"|"081"|2|"0"|1|0|6460
14|6321|44|7|"620-640"|"059"|1|"0"|1|0|2629.1
14|18939|44|7|"620-640"|"059"|1|"0"|1|0|1680.9
14|74473|44|7|"620-640"|"059"|2|"0"|1|0|12360
14|40200|44|7|"620-640"|"071"|1|"0"|1|0|372
14|40200|44|7|"620-640"|"068"|1|"0"|0|0|1460
14|38272|44|7|"620-640"|"071"|1|"0"|1|0|868
14|38272|44|7|"620-640"|"087"|1|"0"|0|0|4420
14|38272|44|7|"620-640"|"017"|1|"0"|1|0|6200
14|38272|44|7|"620-640"|"081"|1|"0"|1|0|13330
14|27629|44|7|"620-640"|"032"|2|"0"|1|0|14160
14|62733|44|7|"620-640"|"059"|2|"0"|1|0|1350
14|55404|899|16|"640"|"081"|1|"0"|1|0|21776.86
14|99693|899|16|"640"|"081"|1|"0"|1|0|16856.59
14|6544|899|16|"640"|"081"|1|"0"|1|0|336.57
14|93819|899|16|"640"|"059"|2|"0"|1|0|1350
14|91094|379|16|"610-630"|"059"|1|"0"|1|0|6420.1
14|37661|379|16|"610-630"|"059"|1|"0"|1|0|6758
14|2891|379|16|"610-630"|"059"|1|"0"|1|0|13178.1
14|3555|379|16|"610-630"|"059"|1|"0"|1|0|3716.9
14|72124|379|16|"610-630"|"032"|2|"0"|1|0|4865
14|18581|379|16|"610-630"|"059"|2|"0"|1|0|1350
14|13822|379|16|"610-630"|"059"|2|"0"|1|0|1350
14|23846|379|16|"610-630"|"059"|2|"0"|1|0|1350
14|89768|379|7|"610-630"|"052"|2|"0"|1|0|3530
14|57254|379|7|"610-630"|"059"|1|"0"|1|0|11280
14|57254|379|7|"610-630"|"032"|2|"0"|1|0|18120
14|80170|379|7|"610-630"|"032"|2|"0"|1|0|8817.036
14|3091|379|16|"610-630"|"081"|1|"0"|1|0|26610.34
14|35785|379|16|"610-630"|"081"|1|"0"|1|0|1082.3
14|80479|379|7|"610-630"|"052"|2|"0"|1|0|19930
14|88517|379|16|"610-630"|"087"|1|"0"|0|0|6160
14|61928|379|16|"610-630"|"081"|1|"0"|1|0|4697.34
14|87201|379|16|"610-630"|"059"|1|"0"|1|0|3716.9
14|94886|726|7|"610"|"017"|1|"0"|1|0|6744
14|94886|726|7|"610"|"032"|2|"0"|1|0|10505
14|44512|726|7|"610"|"032"|2|"0"|1|0|10505
14|63181|726|7|"610"|"068"|1|"0"|0|0|6780
14|63181|726|7|"610"|"017"|1|"0"|1|0|10116
14|48816|726|7|"610"|"017"|1|"0"|1|0|11316
14|96975|726|7|"610"|"059"|1|"0"|1|0|4456.2
14|58108|726|7|"610"|"059"|1|"0"|1|0|6153.8
14|68761|726|7|"610"|"017"|1|"0"|1|0|7544
14|85950|474|7|"620-630"|"009"|2|"0"|0|0|4820
14|1270|474|7|"620-630"|"009"|2|"0"|0|0|4820
14|99033|474|15|"620-630"|"081"|2|"0"|1|0|2284.2
14|12869|474|7|"620-630"|"081"|2|"0"|1|0|21826.8
14|14471|474|7|"620-630"|"081"|2|"0"|1|0|1269
14|97777|474|7|"620-630"|"017"|1|"0"|1|0|10680
14|87878|474|7|"620-630"|"015"|2|"0"|1|0|7030
14|94554|893|7|"580-600"|"068"|1|"0"|0|0|10610
14|56444|893|7|"580-600"|"059"|1|"0"|1|0|11050
14|64499|893|7|"580-600"|"032"|2|"0"|1|0|5626.71
14|84904|893|7|"580-600"|"032"|2|"0"|1|0|4126.254
14|8690|893|7|"580-600"|"017"|2|"0"|1|0|2160
14|95008|893|7|"580-600"|"017"|1|"0"|1|0|3080
14|58150|893|7|"580-600"|"052"|2|"0"|1|0|10490
14|23668|893|7|"580-600"|"059"|2|"0"|1|0|10100
14|35287|893|7|"580-600"|"068"|1|"0"|0|0|4545
14|61978|893|7|"580-600"|"017"|1|"0"|1|0|19900
14|47401|893|7|"580-600"|"068"|1|"0"|0|0|4545
14|78934|506|7|"600-620"|"017"|1|"0"|1|0|6430
14|58567|506|7|"600-620"|"017"|2|"0"|1|0|16830
14|33248|506|16|"600-620"|"017"|1|"0"|1|0|25880
14|14470|506|7|"600-620"|"059"|1|"0"|1|0|5300
14|14470|506|7|"600-620"|"032"|2|"0"|1|0|58880
14|14470|506|7|"600-620"|"017"|2|"0"|1|0|8049.6
14|14470|506|7|"600-620"|"059"|2|"0"|1|0|7530
14|18139|506|7|"600-620"|"017"|1|"0"|1|0|10300
14|18139|506|7|"600-620"|"059"|1|"0"|1|0|6770
14|18139|506|7|"600-620"|"017"|2|"0"|1|0|12590.4
14|89440|506|7|"600-620"|"026"|2|"0"|1|0|4570
14|45489|506|16|"600-620"|"032"|2|"0"|1|0|17823.96
14|48877|506|16|"600-620"|"032"|2|"0"|1|0|33616.04
14|48877|506|16|"600-620"|"052"|2|"0"|1|0|9225.76
14|48877|506|16|"600-620"|"059"|2|"0"|1|0|15172.338
14|68089|506|16|"600-620"|"052"|2|"0"|1|0|11934.24
14|68089|506|16|"600-620"|"059"|2|"0"|1|0|19997.662
14|31153|990|18|"650-680"|"032"|2|"0"|1|0|2709.7
14|38454|990|18|"650-680"|"032"|2|"0"|1|0|2820.3
14|2821|990|18|"650-680"|"059"|2|"0"|1|0|17210
14|52475|990|18|"650-680"|"059"|1|"0"|1|0|5130
14|88005|844|18|"680-720"|"052"|2|"0"|1|0|11979
14|86193|844|18|"680-720"|"059"|1|"0"|1|0|12680
14|70752|849|5|"680-720"|"084"|2|"0"|0|0|8000
14|68343|849|5|"680-720"|"081"|1|"0"|1|0|13760
14|54960|849|5|"680-720"|"068"|1|"0"|0|0|30260
14|68936|849|5|"680-720"|"087"|1|"0"|0|0|13030
14|68936|849|5|"680-720"|"040"|2|"0"|1|0|5840
14|74003|849|5|"680-720"|"059"|1|"0"|1|0|17270
14|1848|849|5|"680-720"|"068"|2|"0"|0|0|8580
14|81073|849|5|"680-720"|"032"|2|"0"|1|0|6320
14|81073|849|5|"680-720"|"040"|2|"0"|1|0|4320
14|81073|849|5|"680-720"|"052"|2|"0"|1|0|12570
14|68718|849|5|"680-720"|"052"|2|"0"|1|0|8470
14|64042|849|5|"680-720"|"059"|1|"0"|1|0|21420
14|797|845|16|"625-670"|"068"|1|"0"|0|0|10140
14|797|845|16|"625-670"|"059"|1|"0"|1|0|32610
14|92218|845|16|"625-670"|"087"|1|"0"|0|0|3260
14|92218|845|16|"625-670"|"068"|1|"0"|0|0|6296.4
14|84183|845|16|"625-670"|"059"|2|"0"|1|0|1790
14|37952|845|16|"625-670"|"081"|1|"0"|1|0|6040
14|25422|845|16|"625-670"|"059"|1|"0"|1|0|11270
14|46560|845|16|"625-670"|"068"|1|"0"|0|0|5342.4
14|84948|845|16|"625-670"|"068"|1|"0"|0|0|7441.2
14|62968|845|16|"625-670"|"059"|1|"0"|1|0|350.7
14|14843|845|16|"625-670"|"062"|2|"0"|0|0|10650.88
14|80627|845|16|"625-670"|"062"|2|"0"|0|0|1909.12
14|80627|845|16|"625-670"|"008"|2|"0"|0|0|3419.176
14|80627|845|16|"625-670"|"043"|2|"0"|0|0|5510
14|45773|724|16|"600-620"|"032"|2|"0"|1|0|2940
14|87664|724|16|"600-620"|"059"|1|"0"|1|0|607.6
14|77554|724|16|"600-620"|"017"|1|"0"|1|0|1918
14|87293|724|16|"600-620"|"032"|2|"0"|1|0|14595
14|87293|724|16|"600-620"|"059"|2|"0"|1|0|7122.4
14|9158|724|16|"600-620"|"059"|1|"0"|1|0|9470
14|4334|724|16|"600-620"|"059"|2|"0"|1|0|5157.6
14|35271|724|16|"600-620"|"040"|2|"0"|1|0|9440
14|33486|724|16|"600-620"|"017"|1|"0"|1|0|53500
14|19605|724|16|"600-620"|"017"|1|"0"|1|0|17262
14|20934|724|16|"600-620"|"059"|1|"0"|1|0|1562.4
14|84482|272|16|"600-670"|"081"|1|"0"|1|0|16460
14|72027|272|5|"600-670"|"081"|1|"0"|1|0|8249.1
14|50528|272|5|"600-670"|"059"|1|"0"|1|0|19632
14|3860|272|5|"600-670"|"052"|2|"0"|1|0|13797
14|55261|272|5|"600-670"|"059"|1|"0"|1|0|11760
14|70620|272|16|"600-670"|"059"|1|"0"|1|0|352.5
14|97861|272|5|"600-670"|"059"|1|"0"|1|0|4060
14|72130|272|5|"600-670"|"052"|2|"0"|1|0|1533
14|72130|272|5|"600-670"|"059"|2|"0"|1|0|12810
14|523|272|5|"600-670"|"059"|1|"0"|1|0|2290.4
14|68145|272|5|"600-670"|"059"|1|"0"|1|0|9161.6
14|68145|272|5|"600-670"|"081"|1|"0"|1|0|4523.7
14|68145|272|5|"600-670"|"052"|2|"0"|1|0|10388.88
14|20693|272|5|"600-670"|"059"|1|"0"|1|0|1636
14|20693|272|5|"600-670"|"081"|1|"0"|1|0|2394.9
14|20693|272|5|"600-670"|"032"|2|"0"|1|0|67420
14|20693|272|5|"600-670"|"052"|2|"0"|1|0|14171.12
14|53171|272|16|"600-670"|"059"|1|"0"|1|0|2404.8
14|25377|272|16|"600-670"|"059"|1|"0"|1|0|1997.5
14|77330|272|16|"600-670"|"059"|1|"0"|1|0|3470
14|47612|272|16|"600-670"|"059"|1|"0"|1|0|2254.5
14|28239|272|16|"600-670"|"017"|1|"0"|1|0|19604.4
14|58595|272|16|"600-670"|"059"|1|"0"|1|0|4228.4
14|58595|272|16|"600-670"|"059"|2|"0"|1|0|3968.8
14|62629|272|16|"600-670"|"081"|1|"0"|1|0|19970
14|62629|272|16|"600-670"|"081"|2|"0"|1|0|18210
14|34512|272|16|"600-670"|"059"|1|"0"|1|0|48010
14|87873|272|16|"600-670"|"059"|1|"0"|1|0|8456.8
14|87873|272|16|"600-670"|"032"|2|"0"|1|0|5685.6
14|87873|272|16|"600-670"|"059"|2|"0"|1|0|7937.6
14|50343|272|16|"600-670"|"087"|1|"0"|0|0|18450
14|50343|272|16|"600-670"|"017"|1|"0"|1|0|12015.6
14|60279|272|5|"600-670"|"087"|1|"0"|0|0|5220
14|53137|272|16|"600-670"|"081"|1|"0"|1|0|11442.3
14|19679|272|16|"600-670"|"015"|2|"0"|1|0|12480
14|19679|272|16|"600-670"|"032"|2|"0"|1|0|18004.4
14|19679|272|16|"600-670"|"052"|2|"0"|1|0|12590
14|69552|272|16|"600-670"|"059"|1|"0"|1|0|2498.6
14|69552|272|16|"600-670"|"059"|2|"0"|1|0|2345.2
14|69552|272|16|"600-670"|"065"|2|"0"|1|0|5790
14|62606|272|16|"600-670"|"081"|1|"0"|1|0|2260
14|62606|272|16|"600-670"|"081"|2|"0"|1|0|12210
14|65838|272|16|"600-670"|"059"|1|"0"|1|0|4036.2
14|65838|272|16|"600-670"|"059"|2|"0"|1|0|3788.4
14|13450|939|16|"605-615"|"017"|1|"0"|1|0|3960
14|69138|939|16|"605-615"|"017"|1|"0"|1|0|15840
14|69138|939|16|"605-615"|"059"|1|"0"|1|0|15078.7
14|70449|939|16|"605-615"|"017"|1|"0"|1|0|17630
14|80485|939|16|"605-615"|"059"|1|"0"|1|0|18990
14|50093|939|16|"605-615"|"017"|1|"0"|1|0|6570
14|59874|939|16|"605-615"|"081"|1|"0"|1|0|6870
14|38443|939|16|"605-615"|"017"|1|"0"|1|0|5940
14|51130|939|16|"605-615"|"059"|1|"0"|1|0|12800
14|25846|939|16|"605-615"|"059"|1|"0"|1|0|1491.3
14|27761|700|16|"600-610"|"059"|1|"0"|1|0|5360
14|13762|700|16|"600-610"|"017"|1|"0"|1|0|10294.2
14|56879|700|16|"600-610"|"017"|1|"0"|1|0|6045.8
14|56879|700|16|"600-610"|"059"|1|"0"|1|0|3720
14|50245|700|16|"600-610"|"017"|1|"0"|1|0|5070
14|6454|700|16|"600-610"|"059"|1|"0"|1|0|21460
14|6454|700|16|"600-610"|"081"|1|"0"|1|0|12130
14|22879|700|16|"600-610"|"087"|1|"0"|0|0|11600
14|22879|700|16|"600-610"|"017"|1|"0"|1|0|13480
14|23421|700|16|"600-610"|"017"|1|"0"|1|0|1017.3
14|48438|700|16|"600-610"|"017"|1|"0"|1|0|3900.4
14|96414|700|16|"600-610"|"017"|1|"0"|1|0|4059.6
14|39276|700|16|"600-610"|"017"|2|"0"|1|0|3320
14|81397|700|16|"600-610"|"017"|1|"0"|1|0|4414.9
14|27819|700|16|"600-610"|"017"|1|"0"|1|0|32892.7
14|27819|700|16|"600-610"|"059"|1|"0"|1|0|5230
14|39081|700|16|"600-610"|"017"|1|"0"|1|0|3915.1
14|61177|700|16|"600-610"|"017"|1|"0"|1|0|350
14|61177|700|16|"600-610"|"032"|2|"0"|1|0|30500
14|61177|700|16|"600-610"|"017"|2|"0"|1|0|41620
14|61177|700|16|"600-610"|"052"|2|"0"|1|0|35570
14|42164|700|16|"600-610"|"017"|2|"0"|1|0|4980
14|60635|700|16|"600-610"|"017"|1|"0"|1|0|22310
14|60635|700|16|"600-610"|"017"|2|"0"|1|0|1380
14|48807|700|16|"600-610"|"017"|1|"0"|1|0|2390
14|55225|677|5|"610"|"032"|2|"0"|1|0|17335
14|2916|677|5|"610"|"017"|1|"0"|1|0|12558
14|2916|677|5|"610"|"032"|2|"0"|1|0|11700
14|2916|677|5|"610"|"059"|2|"0"|1|0|4500
14|96847|677|5|"610"|"017"|1|"0"|1|0|1092
14|34500|677|5|"610"|"032"|2|"0"|1|0|17335
14|68807|839|5|"610"|"017"|1|"0"|1|0|15600
14|44625|839|5|"610"|"017"|1|"0"|1|0|6370
14|44625|839|5|"610"|"017"|2|"0"|1|0|3075.8
14|37363|839|5|"610"|"017"|1|"0"|1|0|21840
14|37363|839|5|"610"|"017"|2|"0"|1|0|10545.6
14|90901|839|5|"610"|"059"|1|"0"|1|0|6806
14|90901|839|5|"610"|"059"|2|"0"|1|0|20667
14|27360|839|5|"610"|"017"|1|"0"|1|0|1315.4
14|56788|839|5|"610"|"059"|1|"0"|1|0|41630
14|92583|839|5|"610"|"087"|1|"0"|0|0|8560
14|92583|839|5|"610"|"017"|1|"0"|1|0|1562.4
14|11395|839|5|"610"|"017"|1|"0"|1|0|25310
14|11395|839|5|"610"|"059"|1|"0"|1|0|6230
14|11395|839|5|"610"|"059"|2|"0"|1|0|37260
14|56446|839|5|"610"|"059"|1|"0"|1|0|1869.4
14|68028|839|5|"610"|"059"|1|"0"|1|0|2013.2
14|73893|839|5|"610"|"065"|2|"0"|1|0|9870
14|61431|839|5|"610"|"059"|2|"0"|1|0|8710
14|55518|839|5|"610"|"017"|1|"0"|1|0|9470
14|52030|839|5|"610"|"017"|1|"0"|1|0|1315.4
14|528|839|5|"610"|"059"|1|"0"|1|0|22780
14|17407|839|5|"610"|"059"|1|"0"|1|0|10497.4
14|30114|839|5|"610"|"059"|1|"0"|1|0|1394
14|30114|839|5|"610"|"059"|2|"0"|1|0|4233
14|2716|839|5|"610"|"017"|1|"0"|1|0|4017.6
14|86267|839|5|"610"|"052"|1|"0"|1|0|1740
14|57440|839|5|"610"|"032"|2|"0"|1|0|4860
14|67670|751|5|"600-620"|"017"|1|"0"|1|0|646.2
14|67670|751|5|"600-620"|"017"|2|"0"|1|0|4458.6
14|13313|751|5|"600-620"|"017"|1|"0"|1|0|10523.2
14|56863|751|5|"600-620"|"017"|1|"0"|1|0|1436
14|56863|751|5|"600-620"|"017"|2|"0"|1|0|9908
14|28410|751|5|"600-620"|"017"|1|"0"|1|0|5097.8
14|28410|751|5|"600-620"|"017"|2|"0"|1|0|35173.4
14|49130|751|5|"600-620"|"017"|1|"0"|1|0|5919.3
14|35410|751|5|"600-620"|"017"|1|"0"|1|0|11180.9
14|85541|751|5|"600-620"|"017"|1|"0"|1|0|1315.4
14|66801|751|5|"600-620"|"017"|1|"0"|1|0|11838.6
14|8332|751|5|"600-620"|"017"|1|"0"|1|0|4603.9
14|93538|373|5|"670"|"017"|1|"0"|1|0|16170
14|93538|373|5|"670"|"059"|1|"0"|1|0|4270
14|69576|373|5|"670"|"068"|1|"0"|0|0|3396
14|75702|373|5|"670"|"017"|1|"0"|1|0|17290
14|75702|373|5|"670"|"017"|2|"0"|1|0|8348.6
14|20456|373|5|"670"|"059"|1|"0"|1|0|15300
14|85546|373|5|"670"|"068"|1|"0"|0|0|22357
14|85546|373|5|"670"|"017"|1|"0"|1|0|14469.4
14|91794|373|5|"670"|"068"|1|"0"|0|0|2547
14|33453|170|5|"620-640"|"017"|1|"0"|1|0|10475.4
14|91148|170|5|"620-640"|"017"|1|"0"|1|0|20334.6
14|31899|170|5|"620-640"|"017"|1|"0"|1|0|10380
14|54128|170|18|"620-640"|"017"|1|"0"|1|0|18190
14|66551|209|18|"620-640"|"017"|1|"0"|1|0|4430
14|49778|209|18|"620-640"|"052"|1|"0"|1|0|2991.6
14|25671|209|18|"620-640"|"068"|1|"0"|0|0|11180
14|25671|209|18|"620-640"|"052"|1|"0"|1|0|2548.4
14|25690|209|18|"620-640"|"087"|1|"0"|0|0|5640
14|3646|209|18|"620-640"|"017"|1|"0"|1|0|3280
14|5897|209|18|"620-640"|"015"|2|"0"|1|0|14340
14|66667|209|18|"620-640"|"032"|2|"0"|1|0|11220
14|63812|209|18|"620-640"|"040"|1|"0"|1|0|5230
14|90366|252|18|"650"|"017"|2|"0"|1|0|14880
14|70411|307|18|"640"|"017"|2|"0"|1|0|43140
14|52304|307|18|"640"|"052"|2|"0"|1|0|12601.079
14|76319|307|18|"640"|"052"|2|"0"|1|0|21668.921
14|15074|307|18|"640"|"059"|2|"0"|1|0|37950
14|44713|511|16|"620"|"059"|1|"0"|1|0|7880
14|39495|511|16|"620"|"017"|1|"0"|1|0|17820
14|66350|417|18|"660-680"|"032"|2|"0"|1|0|15130
14|66350|417|18|"660-680"|"059"|2|"0"|1|0|13810
14|16785|417|18|"660-680"|"015"|2|"0"|1|0|4360
14|16785|417|18|"660-680"|"052"|2|"0"|1|0|1331
14|82928|417|18|"660-680"|"015"|2|"0"|1|0|15840
14|82928|417|18|"660-680"|"032"|2|"0"|1|0|14870
14|63365|417|18|"660-680"|"059"|1|"0"|1|0|18920
14|72760|417|18|"660-680"|"032"|2|"0"|1|0|5570
14|87434|417|18|"660-680"|"015"|2|"0"|1|0|7520
14|76588|417|18|"660-680"|"059"|1|"0"|1|0|8390
14|76588|417|18|"660-680"|"032"|2|"0"|1|0|22670
14|55497|417|18|"660-680"|"059"|1|"0"|1|0|13620
14|71764|36|18|"630-640"|"087"|2|"0"|0|0|24400
14|71764|36|18|"630-640"|"017"|2|"0"|1|0|32176.2
14|4052|36|18|"630-640"|"017"|2|"0"|1|0|20684.7
14|17043|36|18|"630-640"|"017"|2|"0"|1|0|23749.1
14|52973|36|18|"630-640"|"043"|2|"0"|0|0|4920
14|39112|266|18|"650-660"|"032"|2|"0"|1|0|44650
14|43256|266|18|"650-660"|"087"|1|"0"|0|0|450
14|43256|266|18|"650-660"|"087"|2|"0"|0|0|4720
14|4032|266|18|"650-660"|"087"|1|"0"|0|0|3240
14|93168|266|18|"650-660"|"059"|1|"0"|1|0|6784
14|67743|266|18|"650-660"|"059"|1|"0"|1|0|5088
14|55823|266|18|"650-660"|"059"|1|"0"|1|0|5088
14|38025|266|18|"650-660"|"059"|1|"0"|1|0|30170
14|11536|803|5|"630-640"|"032"|2|"0"|1|0|4490
14|75171|803|5|"630-640"|"017"|1|"0"|1|0|1249.3
14|75171|803|5|"630-640"|"017"|2|"0"|1|0|9656.5
14|98140|803|5|"630-640"|"084"|1|"0"|0|0|3591.7
14|98140|803|5|"630-640"|"087"|2|"0"|0|0|1080
14|98140|803|5|"630-640"|"059"|2|"0"|1|0|22401.5
14|78281|803|5|"630-640"|"017"|1|"0"|1|0|18640
14|78281|803|5|"630-640"|"059"|2|"0"|1|0|18328.5
14|74427|803|5|"630-640"|"017"|1|"0"|1|0|1088.1
14|74427|803|5|"630-640"|"017"|2|"0"|1|0|8410.5
14|92544|803|5|"630-640"|"017"|1|"0"|1|0|4160
14|21807|803|5|"630-640"|"059"|1|"0"|1|0|5320
14|10091|803|5|"630-640"|"087"|1|"0"|0|0|5100
14|85548|803|5|"630-640"|"084"|1|"0"|0|0|1832.5
14|85548|803|5|"630-640"|"032"|2|"0"|1|0|10610
14|85548|803|5|"630-640"|"026"|2|"0"|1|0|31930
14|85548|803|5|"630-640"|"052"|2|"0"|1|0|566.4
14|71300|803|5|"630-640"|"068"|1|"0"|0|0|7500
14|71300|803|5|"630-640"|"084"|1|"0"|0|0|1905.8
14|71300|803|5|"630-640"|"052"|2|"0"|1|0|1203.6
14|5308|803|5|"630-640"|"059"|1|"0"|1|0|8080
14|88691|803|5|"630-640"|"017"|1|"0"|1|0|1692.6
14|88691|803|5|"630-640"|"017"|2|"0"|1|0|13083
14|92187|284|5|"630-670"|"017"|1|"0"|1|0|35190
14|4593|284|5|"630-670"|"017"|1|"0"|1|0|1382
14|10311|284|5|"630-670"|"017"|1|"0"|1|0|12438
14|2083|284|5|"630-670"|"059"|1|"0"|1|0|10970
14|38481|284|5|"630-670"|"059"|1|"0"|1|0|14483.7
14|84689|284|5|"630-670"|"087"|1|"0"|0|0|4735.5
14|65878|284|5|"630-670"|"087"|1|"0"|0|0|3348
14|65878|284|5|"630-670"|"068"|1|"0"|0|0|7374.9
14|65878|284|5|"630-670"|"084"|1|"0"|0|0|4480
